Item Fat Content,Sr No,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Low Fat,4721,NCB43,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.100319317,20.2,188.6898,3.6
Low Fat,4722,FDV15,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.146767897,10.3,102.3648,3.6
Low Fat,4723,FDX34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.072278769,6.195,120.6098,3.6
Low Fat,4724,DRJ24,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.113790879,11.8,185.3924,3.6
Regular,4725,FDT14,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.128247408,10.695,121.844,3.6
Regular,4726,FDT19,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.145631695,7.59,172.808,3.6
Regular,4727,FDI34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.085482761,10.65,231.4668,3.6
Low Fat,4728,DRH51,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0,,89.1856,3.6
Low Fat,4729,FDU38,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.082150145,,192.9504,3.6
Low Fat,4730,FDB32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.023339367,,94.8778,3.6
Low Fat,4731,FDS08,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.056685383,,178.437,3.6
Low Fat,4732,DRG23,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.086360962,,151.2682,3.6
Low Fat,4733,NCK18,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.006665667,,164.1184,3.6
Low Fat,4734,NCT42,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.024766802,,151.0392,3.6
Low Fat,4735,NCV30,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.065612808,,62.351,3.6
Regular,4736,FDL48,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.08186804,,46.8034,3.6
Regular,4737,FDA02,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.029578726,,143.5786,3.6
Regular,4738,FDR32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.085392428,,226.7694,3.6
Regular,4739,FDZ39,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.017937483,,103.499,3.6
Regular,4740,FDI21,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.056328717,,63.9168,3.6
Regular,4741,FDO46,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.014143673,,187.3872,3.6
Regular,4742,FDW21,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.005935001,,98.8358,3.6
Regular,4743,FDI16,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.135118202,,52.564,3.6
Regular,4744,FDH17,Frozen Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.016687114,16.2,96.9726,3.5
Regular,4745,FDV10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.066693437,7.645,42.3112,3.5
Low Fat,4746,FDM20,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,10,246.9144,3.5
Low Fat,4747,FDH35,Starchy Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0,18.25,164.7526,3.5
Regular,4748,FDI04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.073209447,13.65,197.6426,3.5
Low Fat,4749,NCD06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.099325278,13,45.406,3.5
Regular,4750,FDB35,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.064565202,12.3,92.9804,3.5
Low Fat,4751,DRE49,Soft Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.021370201,20.75,153.0024,3.5
Low Fat,4752,FDU55,Fruits and Vegetables,2015,OUT045,Tier 2,Small,Supermarket Type1,0.035984104,16.2,260.6278,3.5
Low Fat,4753,FDL27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.010647477,6.17,66.3826,3.5
Low Fat,4754,FDB27,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.055390121,7.575,195.2768,3.5
Low Fat,4755,FDH19,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.033088472,19.35,175.4738,3.5
Regular,4756,FDZ13,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.154120252,7.84,51.935,3.5
Low Fat,4757,FDH57,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.035747522,10.895,133.6284,3.5
Regular,4758,FDL52,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0,6.635,39.7506,3.5
Low Fat,4759,FDC15,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.297883712,18.1,156.7288,3.5
Regular,4760,FDU21,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.076705948,11.8,34.7558,3.5
Low Fat,4761,FDL08,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.049677651,10.8,245.9144,3.5
Low Fat,4762,NCQ05,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0,11.395,151.6708,3.5
Low Fat,4763,FDD58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.059341019,7.76,99.77,3.5
Low Fat,4764,FDV45,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.045047439,16.75,186.4556,3.5
Low Fat,4765,NCX42,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.00597362,6.36,164.5526,3.5
Low Fat,4766,FDP19,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.173516063,11.5,128.1652,3.5
Regular,4767,FDL38,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.02579577,,88.4172,3.5
Low Fat,4768,DRF23,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.205294827,4.61,172.8396,3.5
Low Fat,4769,FDH12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.085085743,9.6,105.128,3.5
Low Fat,4770,FDM39,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.053553794,6.42,178.6002,3.5
Low Fat,4771,NCC43,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.092927148,7.39,249.5066,3.5
Low Fat,4772,NCP54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.035204319,15.35,122.873,3.5
Low Fat,4773,NCG30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.112495847,20.2,124.4046,3.5
Low Fat,4774,NCN07,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.033997473,18.5,129.9284,3.5
Low Fat,4775,FDP34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.137441201,12.85,157.663,3.5
Low Fat,4776,DRD13,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.049155769,15,65.2168,3.5
Regular,4777,FDR37,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.066352552,16.5,181.2292,3.5
Regular,4778,FDS16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.066279832,15.15,147.876,3.5
Regular,4779,FDF21,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.058918844,10.3,191.653,3.5
Regular,4780,FDR19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.159968994,13.5,147.6102,3.5
Regular,4781,FDS33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.123620492,6.67,90.0514,3.5
Regular,4782,FDT33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.034043503,7.81,168.7158,3.5
Regular,4783,FDI10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.078526225,8.51,173.5422,3.5
Low Fat,4784,FDY52,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.012865901,,59.3536,3.5
Low Fat,4785,FDY09,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.044122209,,173.8054,3.5
Regular,4786,FDH31,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0,,98.2042,3.5
Regular,4787,DRA24,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.069909188,,163.2868,3.5
Low Fat,4788,FDO24,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.176215665,11.1,158.8604,3.5
Low Fat,4789,FDL04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.111923422,19,106.5622,3.5
Low Fat,4790,FDZ44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.038729057,8.185,117.1808,3.5
Low Fat,4791,FDA56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.008764786,9.21,123.1414,3.5
Low Fat,4792,DRN47,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.016826748,12.1,179.166,3.5
Low Fat,4793,NCA17,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0,20.6,148.8392,3.5
Low Fat,4794,NCL07,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.031338558,13.85,41.048,3.5
Low Fat,4795,FDM46,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.159967845,7.365,94.712,3.5
Regular,4796,FDT24,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0,12.35,76.2328,3.5
Regular,4797,FDX35,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0,5.035,228.2036,3.5
Regular,4798,FDL02,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.104083376,20,107.4622,3.5
Regular,4799,FDT52,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.047429578,9.695,245.8144,3.5
Regular,4800,FDN16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.062700289,12.6,102.199,3.5
Regular,4801,FDA28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.047801883,16.1,127.4362,3.5
Regular,4802,FDW55,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.021969896,12.6,248.6092,3.5
Regular,4803,FDG58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0,10.695,156.1972,3.5
Low Fat,4804,FDV32,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.088888291,7.785,64.751,3.5
Low Fat,4805,FDP04,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.013840784,15.35,65.2168,3.5
Low Fat,4806,FDG45,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.12829573,8.1,210.4902,3.5
Low Fat,4807,FDS20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.053976156,8.85,181.5292,3.5
Low Fat,4808,FDN31,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.073029341,11.5,187.953,3.5
Low Fat,4809,FDC44,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.172946916,15.6,114.1518,3.5
Low Fat,4810,DRH36,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.033447756,16.2,73.9696,3.5
Low Fat,4811,DRF37,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0,17.25,263.591,3.5
Low Fat,4812,FDS35,Breads,2020,OUT017,Tier 2,Small,Supermarket Type1,0.11184963,9.3,64.6826,3.5
Low Fat,4813,FDG50,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.015358176,7.405,92.4146,3.5
Low Fat,4814,FDF14,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0273235,7.55,151.934,3.5
Low Fat,4815,FDN02,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.074245348,16.5,208.2638,3.5
Low Fat,4816,FDX19,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.097280981,19.1,232.6958,3.5
Low Fat,4817,DRN59,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.064504433,15,47.306,3.5
Low Fat,4818,NCB54,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.050335829,8.76,126.2336,3.5
Low Fat,4819,NCK53,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.037793818,11.6,99.3042,3.5
Low Fat,4820,NCB19,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.090806457,6.525,86.4882,3.5
Low Fat,4821,NCU18,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.056155909,15.1,140.5496,3.5
Low Fat,4822,NCW06,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.050625182,16.2,193.1162,3.5
Low Fat,4823,NCN14,Others,2020,OUT017,Tier 2,High,Supermarket Type1,0.092437711,19.1,185.2608,3.5
Low Fat,4824,FDZ58,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.052471995,17.85,123.7072,3.5
Low Fat,4825,DRJ37,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.061446997,10.8,150.4024,3.5
Regular,4826,FDU19,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.046866331,8.77,170.5422,3.5
Regular,4827,FDT56,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.115826834,16,56.0246,3.5
Regular,4828,FDX46,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.058234621,12.3,58.7562,3.5
Regular,4829,DRZ11,Soft Drinks,2015,OUT045,Tier 2,High,Supermarket Type1,0.112893431,8.85,123.3388,3.5
Regular,4830,FDE35,Starchy Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.043989429,7.06,60.2904,3.5
Regular,4831,FDI48,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.056033565,11.85,51.4666,3.5
Regular,4832,FDP01,Breakfast,2020,OUT017,Tier 2,High,Supermarket Type1,0.063684145,20.75,151.7682,3.5
Regular,4833,FDH40,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.079376029,11.6,81.7276,3.5
Regular,4834,FDP52,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.071091591,18.7,228.601,3.5
Regular,4835,FDG56,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.071856726,13.3,63.2536,3.5
Regular,4836,FDZ51,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.054861393,11.3,96.9094,3.5
low fat,4837,NCI54,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.03366718,15.2,109.6912,3.5
Regular,4838,FDW04,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.057944376,8.985,131.531,3.5
Low Fat,4839,FDY59,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.031397503,8.195,91.3462,3.5
Low Fat,4840,FDY48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.023730384,14,104.3332,3.5
Low Fat,4841,FDW01,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.064048405,14.5,153.4682,3.5
Low Fat,4842,FDG53,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.045848263,10,138.518,3.5
Low Fat,4843,FDB32,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.023448504,20.6,93.9778,3.5
Low Fat,4844,NCP43,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,0.030501281,17.75,180.566,3.5
Low Fat,4845,NCI31,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,0.08131178,20,37.819,3.5
Low Fat,4846,FDF22,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.056819936,6.865,212.6218,3.5
Low Fat,4847,FDT34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.174317307,9.3,106.7964,3.5
Low Fat,4848,FDJ46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.044814962,11.1,174.4054,3.5
Low Fat,4849,DRC49,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.065424208,8.67,145.8128,3.5
Low Fat,4850,FDZ34,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.075864171,6.695,192.082,3.5
Low Fat,4851,FDA22,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.084436394,7.435,168.6158,3.5
Low Fat,4852,FDG47,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.069605676,12.8,261.9252,3.5
Regular,4853,FDR37,Breakfast,2017,OUT035,Tier 2,Small,Supermarket Type1,0.066237024,16.5,183.1292,3.5
Regular,4854,FDX46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.058105769,12.3,60.4562,3.5
Low Fat,4855,FDS12,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.291438755,9.1,126.8362,3.5
Low Fat,4856,FDG50,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,0.02556185,7.405,89.7146,3.5
Low Fat,4857,FDP25,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,0.035497039,15.2,216.7824,3.5
Low Fat,4858,FDA15,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.026818196,9.3,248.9092,3.5
Low Fat,4859,FDI56,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.156307983,7.325,92.2146,3.5
Low Fat,4860,DRD25,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.132183029,6.135,115.086,3.5
Low Fat,4861,DRJ24,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.189689886,11.8,184.3924,3.5
Regular,4862,FDP59,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.094512029,20.85,104.5648,3.5
Regular,4863,FDA07,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.051794958,7.55,122.6072,3.5
Regular,4864,FDU33,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.225476528,7.63,45.1402,3.5
Regular,4865,FDV34,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.019123874,10.695,73.0038,3.5
Low Fat,4866,DRF15,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0,18.35,151.934,3.5
Low Fat,4867,FDX09,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.065194971,9,177.737,3.5
Low Fat,4868,FDH41,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.081943273,9,214.5534,3.5
Low Fat,4869,FDN31,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.072820885,11.5,191.253,3.5
Low Fat,4870,DRK47,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.064011067,7.905,230.2694,3.5
Low Fat,4871,NCK54,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0,12.15,117.615,3.5
Low Fat,4872,NCG18,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.02295878,15.3,101.6332,3.5
Low Fat,4873,FDC58,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.041907414,10.195,43.8428,3.5
Low Fat,4874,FDA45,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.155250377,21.25,175.737,3.5
Low Fat,4875,DRF37,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.084262458,17.25,261.591,3.5
Regular,4876,FDM36,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.058681957,11.65,170.4422,3.5
Regular,4877,FDB37,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.022921735,20.25,240.7538,3.5
Regular,4878,FDY38,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.119077255,13.6,231.23,3.5
Regular,4879,FDA02,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.029697925,14,143.0786,3.5
Regular,4880,FDK08,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.122202946,9.195,100.1016,3.5
low fat,4881,FDJ22,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.052766297,18.75,189.7504,3.5
Low Fat,4882,FDF02,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.103894671,16.2,101.299,3.5
Low Fat,4883,FDF41,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.131714183,12.15,245.846,3.5
Low Fat,4884,FDG04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.006087409,13.1,185.0898,3.5
Low Fat,4885,FDC56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.122015744,7.72,121.744,3.5
Low Fat,4886,DRK47,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.064325351,7.905,230.2694,3.5
Low Fat,4887,NCV53,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01889024,8.27,238.188,3.5
Low Fat,4888,NCN30,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.017062427,16.35,98.141,3.5
Low Fat,4889,NCO42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.024756031,21.25,146.7102,3.5
Low Fat,4890,FDA34,Starchy Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014921093,11.5,173.908,3.5
Low Fat,4891,FDG47,Starchy Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.069902438,12.8,261.3252,3.5
Regular,4892,FDI60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.038477325,7.22,62.951,3.5
Regular,4893,FDF24,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.025473816,15.5,83.1934,3.5
Regular,4894,FDG20,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.126199917,15.5,178.4028,3.5
Regular,4895,FDG09,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.048131556,20.6,187.1556,3.5
Regular,4896,FDE10,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.09031453,6.67,130.5626,3.5
Low Fat,4897,FDV23,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.105324246,,125.7046,3.5
Low Fat,4898,FDX13,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.047551568,,249.1092,3.5
Low Fat,4899,FDD51,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.119371835,,45.2744,3.5
Low Fat,4900,FDY50,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.130321652,,88.7172,3.5
Low Fat,4901,FDE32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.048522793,,39.6506,3.5
Low Fat,4902,FDG44,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0,,55.7298,3.5
Low Fat,4903,FDL44,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.012215675,,162.7894,3.5
Low Fat,4904,NCO41,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.018757586,,96.9384,3.5
Low Fat,4905,NCU29,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.025354072,,144.476,3.5
Low Fat,4906,NCD55,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.024213354,,42.4454,3.5
Low Fat,4907,NCG54,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.079419801,,172.3106,3.5
Low Fat,4908,FDK33,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.011180843,,213.456,3.5
Low Fat,4909,DRG01,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.044660955,,74.767,3.5
Low Fat,4910,DRH01,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.097429924,,172.8738,3.5
Regular,4911,FDW60,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.016979326,,177.037,3.5
Regular,4912,FDZ50,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0,,184.2608,3.5
Regular,4913,FDA52,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.127800388,,177.037,3.5
Regular,4914,FDG10,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.010886324,,57.2588,3.5
Low Fat,4915,FDN15,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.016760075,17.5,141.618,3.4
Low Fat,4916,FDP33,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,18.7,256.6672,3.4
Low Fat,4917,NCW29,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.028907832,14,130.431,3.4
Low Fat,4918,FDX25,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,16.7,181.2292,3.4
Low Fat,4919,FDQ56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.105761491,6.59,84.8908,3.4
Regular,4920,FDM24,Baking Goods,2015,OUT045,Tier 2,Small,Supermarket Type1,0,6.135,151.3366,3.4
Low Fat,4921,FDB44,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.016944719,6.655,209.2586,3.4
Regular,4922,FDZ23,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.112985849,17.75,185.424,3.4
Low Fat,4923,DRJ39,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.036319195,20.25,219.3482,3.4
Low Fat,4924,FDT38,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0576269,18.7,83.3566,3.4
Low Fat,4925,DRD27,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.023876985,18.75,97.4042,3.4
Low Fat,4926,FDX44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.043033346,9.3,89.4172,3.4
Low Fat,4927,FDX19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.09688421,19.1,233.5958,3.4
Low Fat,4928,NCO42,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.024693927,21.25,144.1102,3.4
Low Fat,4929,FDF59,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.071354774,12.5,125.702,3.4
Regular,4930,FDE04,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.018051091,19.75,179.866,3.4
Regular,4931,DRZ11,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.112840108,8.85,122.0388,3.4
Low Fat,4932,DRL59,Hard Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.037160705,,54.2298,3.4
Low Fat,4933,FDO57,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.19033746,,159.4578,3.4
Regular,4934,FDU45,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.06216667,,112.3518,3.4
Low Fat,4935,FDJ48,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.056434817,11.3,247.8118,3.4
Low Fat,4936,NCK29,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0,5.615,121.973,3.4
